raw_tag,canonical_id,brick_class,equipment_type,equipment_id,point_role,subsystem,zone_id,unit,param_key,description
CampusEngChlr1ChwSupT,CampusEngChlr1ChwSupT,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_1,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_1 in unassigned
TOWER/NORTH/AHU1/SAT,TOWER/NORTH/AHU1/SAT,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
FacilityANorthCzParam,FacilityANorthCzParam,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_2
Bldg1VavPerimSDatSp,Bldg1VavPerimSDatSp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_3
BLDG1_CHLR1_POWER_KW,BLDG1_CHLR1_POWER_KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
campus.eng.z03.occupancy.count,campus.eng.z03.occupancy.count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,count,none,Standard Occupancy_Sensor point for Building_Main in zone_3
DATACENTER WEST PERIM E RAT,DATACENTER WEST PERIM E RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
Bldg1Z02RmParam,Bldg1Z02RmParam,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_2
HqChlr2ChwSupT,HqChlr2ChwSupT,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
Facility A Ahu2 Supply Temp,Facility A Ahu2 Supply Temp,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
HqAhu1FltrDp,HqAhu1FltrDp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
hospital/main/core/occupancy/count,hospital/main/core/occupancy/count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,count,none,Standard Occupancy_Sensor point for Building_Main in zone_1
datacenter/west/perim/s/cz/param,datacenter/west/perim/s/cz/param,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_3
tower_north_floor1_z5_temp_sp,tower_north_floor1_z5_temp_sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_5
bldg1.ahu2.fan.pwr.kw,bldg1.ahu2.fan.pwr.kw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
TOWER NORTH ZN4 RAT,TOWER NORTH ZN4 RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
HqFloor1Z1Stpt,HqFloor1Z1Stpt,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_1
TOWER-NORTH-CHLR1-ELEC-KW,TOWER-NORTH-CHLR1-ELEC-KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
CampusEngFloor1Z5TempSp,CampusEngFloor1Z5TempSp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_5
DATACENTER.WEST.CHLR2.CHW.RET.T,DATACENTER.WEST.CHLR2.CHW.RET.T,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_2 in unassigned
BLDG1-AHU2-SAT-SP,BLDG1-AHU2-SAT-SP,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
DatacenterWestZ05RmParam,DatacenterWestZ05RmParam,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_5
Facility A Outdoor Temp Sens,Facility A Outdoor Temp Sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
campus eng north rat,campus eng north rat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
FacilityABldgTotalPwrKw,FacilityABldgTotalPwrKw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Datacenter.West.Floor1.Z4.Temp.Sens,Datacenter.West.Floor1.Z4.Temp.Sens,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
HqAhu2SupplyTemp,HqAhu2SupplyTemp,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
HQ.SOLAR.IRRAD,HQ.SOLAR.IRRAD,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
HQ-AHU1-FLTR-DP,HQ-AHU1-FLTR-DP,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
DATACENTER/WEST/Z3/RAT,DATACENTER/WEST/Z3/RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_3
TOWER.NORTH.Z2.AIR.TEMP.SP,TOWER.NORTH.Z2.AIR.TEMP.SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_2
Bldg1PerimWCzParam,Bldg1PerimWCzParam,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_5
HqAhu2FanPwrKw,HqAhu2FanPwrKw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
campus.eng.oat,campus.eng.oat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
HqWestCmParam,HqWestCmParam,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_5
BLDG1_ZONE_3_OCCUPANCY_COUNT,BLDG1_ZONE_3_OCCUPANCY_COUNT,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,count,none,Standard Occupancy_Sensor point for Building_Main in zone_3
facility/a/zone/4/co2/ppm,facility/a/zone/4/co2/ppm,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_4,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_4
TOWER-NORTH-AHU3-SAT,TOWER-NORTH-AHU3-SAT,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
Bldg1Ahu1SupplyTemp,Bldg1Ahu1SupplyTemp,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
bldg1_chlr2_chw_sup_t,bldg1_chlr2_chw_sup_t,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
Campus_Eng_Chlr1_Chw_Stpt,Campus_Eng_Chlr1_Chw_Stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
TOWER-NORTH-ZN5-CO2-PPM,TOWER-NORTH-ZN5-CO2-PPM,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_5
HospitalMainChlr1PowerKw,HospitalMainChlr1PowerKw,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
HospitalMainSouthOccupancyCount,HospitalMainSouthOccupancyCount,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,count,none,Standard Occupancy_Sensor point for Building_Main in zone_3
Bldg1/Outdoor/Temp/Sens,Bldg1/Outdoor/Temp/Sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TowerNorthZ05RhSens,TowerNorthZ05RhSens,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_5
FACILITY.A.SOLAR.GHI.SENS,FACILITY.A.SOLAR.GHI.SENS,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
FACILITY_A_OAT,FACILITY_A_OAT,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
BLDG1-MAIN-MTR-KW,BLDG1-MAIN-MTR-KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
campus_eng_z05_cm_param,campus_eng_z05_cm_param,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_5
facility/a/ahu2/sat,facility/a/ahu2/sat,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
CampusEngOat,CampusEngOat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TOWER NORTH MAIN MTR KW,TOWER NORTH MAIN MTR KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
datacenter west west solar frac,datacenter west west solar frac,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_5
Hq/Z05/Solar/Frac,Hq/Z05/Solar/Frac,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_5
FACILITY.A.ZN1.STPT,FACILITY.A.ZN1.STPT,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_1
tower_north_vav_floor1_z2_dat_sp,tower_north_vav_floor1_z2_dat_sp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_2
Facility.A.Solar.Ghi.Sens,Facility.A.Solar.Ghi.Sens,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
Bldg1/Chlr2/Chw/Ret/T,Bldg1/Chlr2/Chw/Ret/T,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_2 in unassigned
FacilityAAhu2FltrDp,FacilityAAhu2FltrDp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
FACILITY-A-CHLR1-ELEC-KW,FACILITY-A-CHLR1-ELEC-KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
HqSolarIrrad,HqSolarIrrad,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
CAMPUS-ENG-NORTH-RAT,CAMPUS-ENG-NORTH-RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
HOSPITAL_MAIN_VAV_Z3_DAMPER_CMD,HOSPITAL_MAIN_VAV_Z3_DAMPER_CMD,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_3,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_3
Hq/Bldg/Total/Pwr/Kw,Hq/Bldg/Total/Pwr/Kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
TOWER NORTH Z5 AIR TEMP SP,TOWER NORTH Z5 AIR TEMP SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_5
campus_eng_zone_5_rm_param,campus_eng_zone_5_rm_param,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_5
HqFloor1Z1SolarFrac,HqFloor1Z1SolarFrac,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_1
DATACENTER.WEST.ZONE.4.REXT.PARAM,DATACENTER.WEST.ZONE.4.REXT.PARAM,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_4
Datacenter.West.Chlr2.Chw.Stpt,Datacenter.West.Chlr2.Chw.Stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
Campus Eng Perim S Rext Param,Campus Eng Perim S Rext Param,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_3
tower north z5 occupancy count,tower north z5 occupancy count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,count,none,Standard Occupancy_Sensor point for Building_Main in zone_5
Datacenter West Zn1 Temp Sens,Datacenter West Zn1 Temp Sens,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_1
Hq-Zone-2-Cm-Param,Hq-Zone-2-Cm-Param,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_2
Facility/A/Outdoor/Temp/Sens,Facility/A/Outdoor/Temp/Sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
Datacenter/West/West/Cz/Param,Datacenter/West/West/Cz/Param,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_5
Campus-Eng-Ahu1-Sat,Campus-Eng-Ahu1-Sat,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
FacilityAAhu2FanStat,FacilityAAhu2FanStat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
Bldg1Ahu3FanPwrKw,Bldg1Ahu3FanPwrKw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
BLDG1_ZN3_AIR_TEMP_SP,BLDG1_ZN3_AIR_TEMP_SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
bldg1_vav_north_dat_sp,bldg1_vav_north_dat_sp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_2
FacilityAOat,FacilityAOat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
facility/a/solar/irrad,facility/a/solar/irrad,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
CampusEngAhu2Sat,CampusEngAhu2Sat,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
FACILITY-A-AHU2-FAN-KW,FACILITY-A-AHU2-FAN-KW,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
HQ_Z05_SOLAR_FRAC,HQ_Z05_SOLAR_FRAC,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_5
Hq Chlr2 Chw Stpt,Hq Chlr2 Chw Stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
bldg1.ahu3.fan.stat,bldg1.ahu3.fan.stat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
DATACENTER.WEST.CHLR1.POWER.KW,DATACENTER.WEST.CHLR1.POWER.KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
Bldg1Ahu1FltrDp,Bldg1Ahu1FltrDp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
BLDG1_FLOOR1_Z2_AREA_SQM,BLDG1_FLOOR1_Z2_AREA_SQM,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_2
bldg1_z5_occupancy_count,bldg1_z5_occupancy_count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,count,none,Standard Occupancy_Sensor point for Building_Main in zone_5
HospitalMainMainMtrKw,HospitalMainMainMtrKw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
TowerNorthZ3RextParam,TowerNorthZ3RextParam,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_3
campus/eng/core/air/temp/sp,campus/eng/core/air/temp/sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_1
campus.eng.ahu3.fan.stat,campus.eng.ahu3.fan.stat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
Datacenter_West_Zone_3_Occ,Datacenter_West_Zone_3_Occ,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,count,none,Standard Occupancy_Sensor point for Building_Main in zone_3
HOSPITAL/MAIN/OUTDOOR/TEMP/SENS,HOSPITAL/MAIN/OUTDOOR/TEMP/SENS,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TowerNorthVavZone2AirFlow,TowerNorthVavZone2AirFlow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_2
DatacenterWestZ4AreaSqm,DatacenterWestZ4AreaSqm,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_4
CAMPUS/ENG/FLOOR1/Z1/REXT/PARAM,CAMPUS/ENG/FLOOR1/Z1/REXT/PARAM,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_1
campus eng vav floor1 z5 damper cmd,campus eng vav floor1 z5 damper cmd,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_5,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_5
CampusEngFloor1Z4TempSp,CampusEngFloor1Z4TempSp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
CAMPUS.ENG.AHU2.FAN.STAT,CAMPUS.ENG.AHU2.FAN.STAT,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
campus eng core rh sens,campus eng core rh sens,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_1
HospitalMainOutdoorTempSens,HospitalMainOutdoorTempSens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
facility/a/vav/z03/dmpr/pos,facility/a/vav/z03/dmpr/pos,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_3,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_3
Bldg1_Chlr2_Chw_Stpt,Bldg1_Chlr2_Chw_Stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
DATACENTER/WEST/CHLR1/POWER/KW,DATACENTER/WEST/CHLR1/POWER/KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
Campus/Eng/Zone/3/Room/Temp,Campus/Eng/Zone/3/Room/Temp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_3
HqZone5RoomTemp,HqZone5RoomTemp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
CAMPUS_ENG_AHU3_FAN_KW,CAMPUS_ENG_AHU3_FAN_KW,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
hq vav z04 dat sp,hq vav z04 dat sp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_4
HOSPITAL.MAIN.AHU3.SUPPLY.TEMP,HOSPITAL.MAIN.AHU3.SUPPLY.TEMP,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
hq_bldg_total_pwr_kw,hq_bldg_total_pwr_kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
datacenter-west-zone-4-cm-param,datacenter-west-zone-4-cm-param,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_4
HqChlr1PowerKw,HqChlr1PowerKw,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
